stock_code,company_name,market,bankruptcy,delisted_check,delisted_date
008670,굿모닝신한증권,Y,0,1,2005-01-05
005600,중앙제지,Y,1,1,2005-01-06
035780,그로웰텔레콤,K,0,1,2005-01-11
035910,현대멀티캡,K,1,1,2005-01-19
009220,그로웰전자,K,0,1,2005-01-19
037640,대경테크노스,K,1,1,2005-01-24
007910,세원화성,Y,0,1,2005-02-24
025690,동방라이텍,K,1,1,2005-03-12
054080,우주통신,K,1,1,2005-03-30
004660,신동방CP,Y,0,1,2005-03-30
036880,맥시스템,K,1,1,2005-03-31
053250,엔에스아이,K,1,1,2005-04-02
036600,지니웍스,K,1,1,2005-04-02
036020,한아시스템,K,1,1,2005-04-02
056500,슈마일렉트론,K,1,1,2005-04-05
037650,성진산업,K,1,1,2005-04-05
018180,텔슨정보통신,K,1,1,2005-04-07
038100,아이엠아이티,K,1,1,2005-04-08
006150,한메NS,Y,1,1,2005-04-08
037220,넥스텔,K,1,1,2005-04-09
054370,업필,K,1,1,2005-04-12
042960,창민테크,K,1,1,2005-04-13
006750,센추리,Y,1,1,2005-04-14
012250,셰프라인,Y,1,1,2005-04-15
009360,베네데스하이텍,Y,1,1,2005-04-15
036590,케이엔티,K,1,1,2005-04-16
009760,한국컴퓨터지주,Y,0,1,2005-04-19
049130,하우리,K,1,1,2005-04-20
036820,BET,K,1,1,2005-04-21
032610,에스오케이,K,1,1,2005-04-21
009890,맥슨텔레콤,Y,1,1,2005-04-21
000110,제일은행,Y,0,1,2005-04-22
036900,택산아이엔씨,K,1,1,2005-04-23
044440,솔빛미디어,K,1,1,2005-04-26
032050,후야인포넷,K,1,1,2005-04-26
009940,대아리드선,Y,1,1,2005-04-28
008120,모토조이,Y,1,1,2005-04-28
001670,경남모직,Y,1,1,2005-04-28
046810,코리언일랙트로닉스,K,1,1,2005-04-30
030950,보진재,K,1,1,2005-04-30
033220,남성알미늄,K,0,1,2005-05-04
002480,범양사,K,0,1,2005-05-04
038960,현주컴퓨터,K,1,1,2005-05-11
032180,이수세라믹,K,0,1,2005-05-25
008030,아이텍스필,K,1,1,2005-06-02
008270,산은캐피탈,Y,0,1,2005-06-16
006250,극동전선,Y,0,1,2005-07-18
001580,신광기업,Y,1,1,2005-08-05
055810,KTC텔레콤,K,1,1,2005-08-13
009080,퍼시픽글라스,Y,0,1,2005-08-17
038980,이지클럽,K,1,1,2005-09-10
021570,알루코,K,1,1,2005-10-13
057110,아이티센,K,1,1,2005-10-22
039870,피케이엘,K,1,1,2005-11-09
002860,하나은행,Y,0,1,2005-12-12
019560,한국파트너스,K,0,1,2005-12-24
014010,인터피온반도체,Y,1,1,2005-12-28
023420,유진종합개발,K,0,1,2005-12-31
056060,세니콘,K,1,1,2006-04-08
039110,에스피컴텍,K,1,1,2006-04-15
049370,CJ엔터테인,K,0,1,2006-04-20
066480,휘튼,K,1,1,2006-04-25
041500,대한바이오,K,1,1,2006-04-25
047420,레이더스컴퍼니,K,1,1,2006-07-13
016970,씨크롭,Y,1,1,2006-07-13
063510,코오롱인터내셔널,Y,0,1,2006-07-21
048760,브이케이,K,1,1,2006-07-22
003330,하나증권,Y,0,1,2006-10-26
003040,한일약품공업,Y,0,1,2006-11-21
006600,동신제약,Y,0,1,2006-11-22
037060,시큐어소프트,K,1,1,2007-04-04
054250,예일바이오텍,K,1,1,2007-04-11
054440,엠텍반도체,K,1,1,2007-04-13
054790,제이엠피,K,1,1,2007-04-24
063350,팬택앤큐리텔,Y,1,1,2007-04-25
025930,팬택,Y,1,1,2007-04-25
025830,한국합섬,Y,1,1,2007-04-25
014900,삼보컴퓨터,Y,1,1,2007-04-25
045310,이레전자산업,K,1,1,2007-05-08
001830,동부일렉트로닉스,Y,0,1,2007-05-21
011020,코오롱유화,Y,0,1,2007-06-15
005330,카스코,Y,0,1,2007-06-20
038420,씨엔씨엔터,K,1,1,2007-08-29
015670,AP우주통신,Y,1,1,2007-09-12
032710,LG카드,Y,0,1,2007-10-10
012990,LG석유화학,Y,0,1,2007-11-15
012460,우영,K,1,1,2008-03-13
058680,오브제,K,0,1,2008-04-10
066330,시큐리티KOR,K,1,1,2008-04-12
064720,모델라인,K,1,1,2008-04-12
042570,퓨쳐비젼,K,1,1,2008-04-12
032590,엔토리노,K,1,1,2008-04-12
065810,UC아이콜스,K,1,1,2008-04-17
004530,에스와이,Y,1,1,2008-04-22
057330,플래닛82,K,1,1,2008-04-23
041940,한텔,K,1,1,2008-04-23
035270,청람디지탈,K,0,1,2008-04-23
060660,한도하이테크,K,1,1,2008-05-03
055970,에너윈,K,1,1,2008-05-03
044370,조이토토,K,1,1,2008-05-03
033330,두림티앤씨,K,1,1,2008-05-03
045760,한통데이타,K,1,1,2008-06-13
034750,디씨씨,K,0,1,2008-07-12
003660,고려시멘트,Y,0,1,2008-08-20
060410,베스트플로우,K,1,1,2008-08-25
050600,세라온,K,1,1,2008-09-09
060000,국민은행,Y,0,1,2008-10-10
039060,아이비진,K,1,1,2008-12-20
072430,아이레보,K,0,1,2009-02-03
007640,HK저축은행,K,0,1,2009-02-03
005760,위너스인프라인,Y,1,1,2009-02-19
079870,산양전기,K,1,1,2009-04-11
078610,도움,K,1,1,2009-04-11
073780,케이디세코,K,1,1,2009-04-11
066200,이노블루,K,1,1,2009-04-11
060550,우수씨엔에스,K,1,1,2009-04-11
053890,미디어코프,K,1,1,2009-04-11
047370,에프아이투어,K,1,1,2009-04-11
038810,포이보스,K,1,1,2009-04-11
016040,디에스피,K,1,1,2009-04-11
103160,풀무원,Y,0,1,2009-04-13
007050,유리이에스,Y,1,1,2009-04-15
065910,PW제네틱스,K,1,1,2009-04-18
016890,대웅바이오,K,0,1,2009-04-20
076170,GBS,Y,1,1,2009-04-22
052310,H1바이오,K,1,1,2009-04-23
041310,모빌링크,K,1,1,2009-04-23
038410,트라이콤,K,0,1,2009-04-23
036760,KNS홀딩스,K,1,1,2009-04-23
019640,희훈디앤지,K,1,1,2009-04-23
036280,뉴켐진스템셀,K,1,1,2009-04-24
001190,마이크로닉스,Y,0,1,2009-04-27
081500,엑스씨이,K,1,1,2009-04-29
080570,IC코퍼레이션,K,1,1,2009-04-29
077960,케이이엔지,K,1,1,2009-04-29
071360,나노하이텍,K,1,1,2009-04-29
056020,쿨투,K,1,1,2009-04-29
036360,3SOFT,K,1,1,2009-04-29
026230,IDH,K,1,1,2009-04-29
025460,팬텀엔터그룹,K,1,1,2009-04-29
053170,코스모스피엘씨,K,1,1,2009-04-30
004230,세신,Y,1,1,2009-04-30
003990,BHK,Y,1,1,2009-04-30
048270,포넷,K,1,1,2009-05-04
013200,씨앤우방,Y,1,1,2009-05-13
009690,케이엠에이치,Y,1,1,2009-05-13
008400,C&중공업,Y,1,1,2009-05-13
006070,기린,Y,1,1,2009-05-13
001970,신성건설,Y,1,1,2009-05-13
000790,씨앤상선,Y,1,1,2009-05-13
036790,자강,K,1,1,2009-05-15
033720,블루스톤,K,1,1,2009-05-15
059720,야호,K,1,1,2009-05-27
040020,사라콤,K,1,1,2009-05-27
038920,지이엔에프,K,1,1,2009-05-29
053070,트리니티,K,1,1,2009-06-03
039990,코아정보,K,1,1,2009-06-10
036610,지디코프,K,1,1,2009-06-17
036270,헤쎄나,K,1,1,2009-06-17
032390,KTF,Y,1,1,2009-06-23
079340,하이럭스,K,1,1,2009-06-24
052560,삼성수산,K,1,1,2009-07-01
031800,ST&I,K,1,1,2009-07-01
063280,사이버패스,K,1,1,2009-07-08
006210,휴리프,Y,1,1,2009-07-15
042100,현대오토넷,Y,0,1,2009-07-16
016990,LG마이크론,K,0,1,2009-07-16
038830,케이엠에스,K,1,1,2009-08-08
001370,FNC코오롱,Y,0,1,2009-08-17
035950,케이알,K,1,1,2009-08-21
044070,한서제약,K,0,1,2009-08-25
046320,MTRON,K,1,1,2009-08-28
054650,뉴젠비아이티,K,0,1,2009-09-04
035500,써니트렌드,K,1,1,2009-09-04
033880,블루멈,K,1,1,2009-09-04
058550,네오리소스,K,1,1,2009-09-15
032570,카라반케이디이,K,1,1,2009-09-18
073710,씨디네트웍스,K,0,1,2009-09-23
066850,아이드림,K,1,1,2009-10-07
052640,제네시스,K,1,1,2009-10-07
044770,에이엠에스,K,1,1,2009-10-07
076850,맥쿼리센트럴,Y,0,1,2009-10-09
001950,남한제지,Y,1,1,2009-10-15
051530,굿이엠지,K,1,1,2009-11-03
035010,소예,K,1,1,2009-11-03
014420,프로비타,K,1,1,2009-11-06
036660,플러스프로핏,K,1,1,2009-11-20
085680,모빌탑,K,1,1,2009-11-25
045380,더존디지털,K,0,1,2009-12-09
062730,케너텍,K,1,1,2009-12-23
045820,LG파워콤,Y,0,1,2010-01-15
015940,LG데이콤,Y,0,1,2010-01-15
000610,제일화재해상보험,Y,0,1,2010-01-20
047940,비엔디,K,1,1,2010-01-29
080140,디보스,K,1,1,2010-02-02
037830,글로포스트,K,1,1,2010-02-09
045400,이롬텍,K,1,1,2010-02-11
067950,티이씨,K,1,1,2010-02-20
031960,동산진흥,K,1,1,2010-02-20
078700,신지소프트,K,0,1,2010-02-27
056850,코어비트,K,1,1,2010-03-09
041800,코디콤,K,1,1,2010-03-09
015050,비전하이테크,K,1,1,2010-03-09
008320,한국기술산업,Y,1,1,2010-03-11
017010,제너비오믹스,K,1,1,2010-03-26
084810,아이알디,K,1,1,2010-04-01
054020,GK파워,K,1,1,2010-04-03
017050,스타맥스,K,1,1,2010-04-05
045880,유티엑스,K,1,1,2010-04-10
079560,모젬,K,0,1,2010-04-13
064060,사이노젠,K,1,1,2010-04-13
060670,유퍼트,K,1,1,2010-04-13
051810,모보,K,0,1,2010-04-13
046350,에듀아크,K,0,1,2010-04-13
032030,일공공일안경,K,1,1,2010-04-13
015170,중앙바이오텍,K,1,1,2010-04-13
008340,코레스,K,1,1,2010-04-13
108070,삼성디지털이미징,Y,0,1,2010-04-14
065340,쓰리디월드,K,1,1,2010-04-15
034660,제넥셀,K,1,1,2010-04-15
017300,에이치비이에너지,Y,1,1,2010-04-15
004820,조인에너지,Y,1,1,2010-04-15
001600,서광건설산업,Y,1,1,2010-04-15
038690,에이스일렉,K,1,1,2010-04-17
033260,쌈지,K,1,1,2010-04-17
048130,에스피코프,K,1,1,2010-04-20
053440,성우몰드,K,0,1,2010-04-21
012420,메리츠종금,Y,0,1,2010-04-21
076090,테이크시스템,K,1,1,2010-04-23
045290,포네이처,K,1,1,2010-04-23
033190,폴켐,K,1,1,2010-04-23
002540,고제,Y,1,1,2010-04-23
078670,아구스,K,1,1,2010-05-01
037110,JS,K,1,1,2010-05-01
035710,CL,K,1,1,2010-05-01
020070,에버리소스,K,1,1,2010-05-01
069470,제로원인터랙티브,Y,1,1,2010-05-03
024870,유성티에스아이,Y,1,1,2010-05-03
012090,성원건설,Y,1,1,2010-05-03
065410,지엔텍홀딩스,K,1,1,2010-05-05
041030,이루넷,K,1,1,2010-05-05
085990,단성일렉트론,K,1,1,2010-05-08
074140,엑스로드,K,1,1,2010-05-08
058480,해원에스티,K,1,1,2010-05-08
057100,하이스마텍,K,1,1,2010-05-08
053470,오페스,K,1,1,2010-05-08
041630,인젠,K,1,1,2010-05-08
041320,보홍,K,1,1,2010-05-08
030390,쏠라엔텍,K,1,1,2010-05-08
018410,현대금속,Y,1,1,2010-05-13
007490,태창기업,Y,1,1,2010-05-13
067850,바이나믹,K,1,1,2010-05-19
011400,케이씨오에너지,Y,1,1,2010-05-20
068770,선우중공업,K,1,1,2010-06-17
023670,알이엔,K,1,1,2010-06-17
066930,에스디,K,0,1,2010-06-29
066300,샤인시스템,K,1,1,2010-06-29
036850,나리지*온,K,0,1,2010-07-14
027840,한국고덴시,Y,0,1,2010-07-14
114410,현대푸드,Y,0,1,2010-07-16
035830,메카포럼,K,1,1,2010-07-16
047710,액티투오,K,1,1,2010-07-21
018890,모라리소스,K,1,1,2010-07-22
011050,케드콤,Y,1,1,2010-07-22
012580,톰보이,Y,1,1,2010-07-30
041550,쎄라텍,K,1,1,2010-08-25
058690,퓨쳐인포넷,K,1,1,2010-08-26
089240,네오세미테크,K,1,1,2010-09-03
041450,인네트,K,1,1,2010-09-14
033030,지오엠씨,K,1,1,2010-09-25
055250,다휘,K,1,1,2010-10-01
035400,브이에스에스티,K,1,1,2010-10-01
058900,투미비티,K,1,1,2010-10-12
013650,데코,K,0,1,2010-10-19
052970,올리브나인,K,1,1,2010-10-20
070080,하이드로젠파워,K,1,1,2010-11-06
048510,테스텍,K,1,1,2010-11-10
044640,동부CNI,K,0,1,2010-11-22
048140,태광이엔시,K,1,1,2010-11-25
047450,이앤텍,K,1,1,2010-11-30
052210,엠씨티티코어,K,1,1,2010-12-04
088020,네이쳐글로벌,K,1,1,2011-01-08
051820,아이피에스,K,0,1,2011-01-14
084450,세실,K,1,1,2011-02-10
046240,에스브이에이치,K,1,1,2011-02-12
009720,한국전기초자,Y,0,1,2011-02-16
032380,핸디소프트,K,1,1,2011-03-03
056200,엠넷미디어,K,0,1,2011-03-22
045710,온미디어,Y,0,1,2011-03-22
037150,CJ인터넷,K,0,1,2011-03-22
005280,부산은행,Y,0,1,2011-03-30
019120,경윤하이드로,K,1,1,2011-04-06
048640,엠엔에프씨,K,1,1,2011-04-13
043680,스톰이앤에프,K,1,1,2011-04-13
031990,대선조선,K,1,1,2011-04-13
030030,중앙디자인,K,1,1,2011-04-13
013240,셀런,Y,1,1,2011-04-15
005350,봉신,Y,1,1,2011-04-15
060750,제이콤,K,1,1,2011-04-16
049690,포휴먼,K,0,1,2011-04-23
037020,한와이어리스,K,1,1,2011-04-23
032290,알티전자,K,0,1,2011-04-23
016160,오라바이오틱스,Y,1,1,2011-04-26
088810,맥스브로,K,1,1,2011-04-29
054170,엔빅스,K,1,1,2011-04-29
054150,뉴젠아이씨티,K,1,1,2011-04-29
043630,지앤알,K,1,1,2011-04-29
039040,유니텍전자,K,1,1,2011-04-29
019430,넥서스투자,K,1,1,2011-04-29
017160,세븐코스프,K,1,1,2011-04-29
072530,나이스메탈,K,1,1,2011-05-07
038710,BRN사이언스,K,1,1,2011-05-07
033850,지노시스템,K,1,1,2011-05-07
030420,디패션,K,1,1,2011-05-07
014590,티엘씨레저,Y,1,1,2011-05-13
017170,훈영,Y,1,1,2011-05-13
004620,캠브리지코오롱,Y,0,1,2011-05-17
005270,대구은행,Y,0,1,2011-06-07
031950,에듀패스,K,1,1,2011-06-09
052510,에코솔루션,K,1,1,2011-06-16
039350,헤파호프,K,1,1,2011-06-16
034600,글로웍스,K,1,1,2011-06-29
016510,현대DSF,Y,0,1,2011-07-18
050640,이룸지엔지,K,1,1,2011-08-20
036550,에이스디지텍,K,0,1,2011-08-22
066340,케이에스알,K,0,1,2011-09-09
047600,세계투어,K,1,1,2011-09-09
023020,동양매직,K,0,1,2011-09-14
036840,히스토스템,K,1,1,2011-09-15
081090,씨모텍,K,1,1,2011-09-23
052880,큐앤에스,K,1,1,2011-09-23
103150,하이트맥주,Y,0,1,2011-09-26
054010,선팩테크,K,1,1,2011-10-06
042870,에코페트로시스템,K,1,1,2011-10-06
037700,토자이홀딩스,K,1,1,2011-10-12
026540,제일창투,K,1,1,2011-10-14
024100,제일저축은행,Y,1,1,2011-10-14
040180,대양글로벌,K,1,1,2011-10-25
037550,클라스타,K,1,1,2011-10-26
950030,네프로아이티,K,1,1,2011-11-05
052810,아시아미디어홀딩스,K,1,1,2011-11-22
900020,코웰이홀딩스,K,0,1,2011-11-26
037540,네스테크,K,1,1,2011-11-26
026220,에스티씨라이프,K,1,1,2011-11-29
090090,디앤샵,K,0,1,2011-12-15
054120,더체인지,K,0,1,2011-12-15
025970,알덱스,K,0,1,2011-12-20
061140,엘앤피아너스,K,1,1,2011-12-28
025340,그린기술투자,K,1,1,2011-12-28
022520,코오롱아이넷,Y,0,1,2012-01-11
032930,에이스앤파트너스,K,0,1,2012-01-18
061050,지앤디윈텍,K,1,1,2012-01-20
046720,엔하이테크,K,1,1,2012-02-01
037380,에이원마이크로,K,1,1,2012-02-01
088960,씨티엘테크,K,1,1,2012-02-08
037320,시노펙스그린테크,K,0,1,2012-03-19
094700,미성포리테크,K,1,1,2012-04-13
089480,평산,K,1,1,2012-04-13
056710,미리넷,K,1,1,2012-04-13
056010,아이스테이션,K,1,1,2012-04-13
042340,대국,K,1,1,2012-04-13
015390,엘앤씨피,K,1,1,2012-04-13
052350,코아에스앤아이,K,1,1,2012-04-17
002670,미주제강,K,1,1,2012-04-17
068630,에피밸리,K,1,1,2012-04-24
045470,에이프로테크놀로지,K,1,1,2012-04-24
066690,보광티에스,K,1,1,2012-05-01
065610,폴리플러스,K,1,1,2012-05-01
050470,CT&T,K,1,1,2012-05-01
040740,아인스M&M,K,1,1,2012-05-01
015200,비앤비성원,K,1,1,2012-05-01
053040,블루젬디앤씨,K,1,1,2012-05-17
001310,풍림산업,Y,1,1,2012-05-18
065310,JH코오스,K,1,1,2012-05-31
037240,평안물산,K,1,1,2012-06-01
067130,클루넷,K,1,1,2012-06-08
008540,케이비물산,Y,1,1,2012-06-08
012400,허메스홀딩스,Y,1,1,2012-06-12
004550,대우송도개발,Y,1,1,2012-06-22
021060,한림창투,K,1,1,2012-06-27
000470,그린손해보험,Y,1,1,2012-07-16
098400,엔스퍼트,K,1,1,2012-07-24
025610,한국저축은행,Y,1,1,2012-07-25
007800,솔로몬저축은행,Y,1,1,2012-07-25
045260,디에이치패션,K,1,1,2012-08-01
105070,금강제강,K,1,1,2012-08-14
011800,배명금속,Y,1,1,2012-09-03
019260,엔케이바이오,K,1,1,2012-09-05
038320,어울림정보,K,0,1,2012-09-08
033280,어울림엘시스,K,0,1,2012-09-11
007150,동양텔레콤,K,0,1,2012-09-11
900030,연합과기,Y,1,1,2012-09-14
034510,무한투자,K,1,1,2012-09-25
900150,성융광전투자,K,1,1,2012-09-26
050050,유아이에너지,K,1,1,2012-09-26
071660,SSCP,K,1,1,2012-09-29
073130,인스프리트,K,1,1,2012-10-12
016140,웨스테이트,K,0,1,2012-10-12
016560,서울저축은행,Y,1,1,2012-10-17
007200,진흥저축은행,Y,1,1,2012-10-17
043890,한빛방송,K,0,1,2012-11-01
038990,넥스콘테크,K,0,1,2012-11-01
035210,티브로드도봉강북방송,K,0,1,2012-11-01
026870,코원에너지서비스,Y,0,1,2012-11-15
048460,엑큐리스,K,0,1,2012-11-16
047730,넷웨이브,K,1,1,2012-11-17
042820,어울림 네트,K,1,1,2012-11-17
045050,큐리어스,K,1,1,2012-11-27
046430,알에스넷,K,1,1,2012-12-05
015110,중앙건설,Y,0,1,2012-12-11
064420,케이피케미칼,Y,0,1,2013-01-15
014300,선진지주,Y,0,1,2013-01-18
004010,롯데미도파,Y,0,1,2013-01-22
009380,아세아페이퍼텍,Y,0,1,2013-01-23
007480,대한은박지,Y,0,1,2013-01-28
038120,AD모터스,K,1,1,2013-01-30
034010,트라이써클,K,1,1,2013-02-21
031920,신민저축은행,K,0,1,2013-02-27
016570,태평양제약,Y,0,1,2013-03-15
068420,엔터기술,K,1,1,2013-04-06
066060,휴먼텍코리아,K,1,1,2013-04-12
052650,이디디컴퍼니,K,1,1,2013-04-12
026250,삼우이엠씨,K,1,1,2013-04-12
009280,다함이텍,Y,0,1,2013-04-16
006440,한일건설,Y,1,1,2013-04-16
071530,유에이블,K,1,1,2013-04-23
013780,아큐텍,K,1,1,2013-04-23
004940,한국외환은행,Y,0,1,2013-04-26
051710,디에스,K,1,1,2013-05-01
046840,자유투어,K,1,1,2013-05-01
038720,유일엔시스,K,1,1,2013-05-01
009010,에듀언스,K,1,1,2013-05-01
028090,네오퍼플,K,1,1,2013-05-03
003190,알앤엘바이오,Y,1,1,2013-05-03
088700,마이스코,K,1,1,2013-05-04
036920,지앤에스티,K,1,1,2013-05-07
033550,룩손에너지,K,1,1,2013-05-07
012410,글로스텍,Y,1,1,2013-06-04
900010,3노드디지탈,K,0,1,2013-06-05
025920,우경,K,1,1,2013-07-10
073930,제너시스템즈,K,1,1,2013-07-12
006350,전북은행,Y,0,1,2013-07-18
037630,에스비엠,K,1,1,2013-07-24
035450,지아이바이오,K,1,1,2013-08-07
056810,위다스,K,1,1,2013-09-10
049000,예당,K,1,1,2013-09-10
008080,에스와이코퍼레이션,Y,0,1,2013-09-25
950070,중국고섬,Y,1,1,2013-10-04
900060,중국식품포장,K,0,1,2013-10-11
053320,테라리소스,K,1,1,2014-02-07
081220,세미텍,K,0,1,2014-03-03
004790,렉스엘이앤지,K,1,1,2014-03-04
074000,엠텍비젼,K,0,1,2014-03-27
005560,JS전선,Y,0,1,2014-04-10
110310,모린스,K,1,1,2014-04-11
036210,태산엘시디,K,1,1,2014-04-11
012650,쌍용건설,K,1,1,2014-04-11
010670,나노트로닉스,K,1,1,2014-04-11
067250,STX조선해양,Y,1,1,2014-04-15
010460,화인자산관리,Y,0,1,2014-04-15
005900,동양건설,Y,1,1,2014-04-25
002530,벽산건설,Y,0,1,2014-04-25
041060,아라온테크,K,1,1,2014-05-08
101990,파브코,Y,0,1,2014-05-21
056340,CU전자,K,1,1,2014-05-21
082930,실리콘화일,K,0,1,2014-05-23
001300,제일모직,Y,0,1,2014-07-15
070480,에버테크노,K,1,1,2014-07-17
110500,유니드코리아,K,1,1,2014-09-02
046400,디브이에스,K,1,1,2014-09-02
013340,AJS,K,1,1,2014-09-02
053000,우리금융지주,Y,0,1,2014-11-19
008720,삼양엔텍,Y,0,1,2014-12-30
950100,SBI모기지,Y,0,1,2015-01-07
003640,유니온스틸,Y,0,1,2015-01-16
016420,NH농협증권,Y,0,1,2015-01-20
091690,디지텍시스템,K,1,1,2015-01-21
032420,터보테크,K,1,1,2015-01-27
053740,국제엘렉트릭,K,0,1,2015-02-10
000420,로케트전기,Y,1,1,2015-02-24
149130,케이비부국위탁리츠,Y,1,1,2015-03-02
101970,우양에이치씨,K,1,1,2015-03-17
004320,울트라건설,K,1,1,2015-04-13
014350,신일건업,Y,1,1,2015-04-15
000800,경남기업,Y,1,1,2015-04-15
000360,삼환기업,Y,1,1,2015-04-15
053330,영진코퍼레이션,K,1,1,2015-04-23
065180,해피드림,K,1,1,2015-05-04
090120,잘만테크,K,1,1,2015-05-13
039850,태창파로스,K,1,1,2015-05-19
039530,씨앤케이인터,K,1,1,2015-05-19
066350,티에스엠텍,K,1,1,2015-05-20
192520,경남은행,Y,0,1,2015-06-23
033630,SK브로드밴드,K,0,1,2015-07-01
071930,에이스하이텍,K,1,1,2015-07-10
010520,현대하이스코,Y,0,1,2015-07-15
040670,와이즈파워,K,1,1,2015-07-16
013450,동성하이켐,K,0,1,2015-07-20
074130,디아이디,K,1,1,2015-07-23
003600,SK,Y,0,1,2015-08-17
000830,삼성물산,Y,0,1,2015-09-15
138440,이코리아리츠,Y,1,1,2015-09-16
068060,KCW,K,1,1,2015-09-18
053870,GT&T,K,1,1,2015-10-15
950010,평산차업,Y,0,1,2015-11-05
003940,삼양제넥스,Y,0,1,2016-01-21
111610,승화프리텍,K,1,1,2016-01-25
025850,한화화인케미칼,Y,0,1,2016-03-15
065270,플렉스컴,K,1,1,2016-04-12
051310,포스코플랜텍,Y,1,1,2016-04-15
158380,삼목강업,K,0,1,2016-04-21
078780,아이디에스,K,1,1,2016-04-28
086200,제이앤유글로벌,K,1,1,2016-05-09
036220,인포피아,K,1,1,2016-05-09
008900,티이씨코,Y,0,1,2016-05-17
008020,경남에너지,Y,0,1,2016-05-19
082390,피엘에이,K,1,1,2016-07-25
019300,태림페이퍼,Y,0,1,2016-08-11
025270,부산방직,K,0,1,2016-08-18
074150,엠제이비,K,1,1,2016-09-05
037340,씨엘인터내셔널,K,1,1,2016-09-08
053810,아이팩토리,K,1,1,2016-09-19
003450,현대증권,Y,0,1,2016-11-01
011720,현대페인트,Y,1,1,2016-11-21
104120,신성에프에이,Y,0,1,2017-01-02
104110,신성이엔지,Y,0,1,2017-01-02
068870,LG생명과학,Y,0,1,2017-01-17
037620,미래에셋증권,Y,0,1,2017-01-20
060910,프리젠,K,1,1,2017-02-24
066270,SK컴즈,K,0,1,2017-02-27
117930,한진해운,Y,1,1,2017-03-07
068150,케이엔씨글로벌,K,1,1,2017-03-07
007190,한솔아트원제지,Y,0,1,2017-03-15
052270,우전,K,1,1,2017-04-13
110570,넥솔론,Y,1,1,2017-04-17
086830,신양오라컴,K,1,1,2017-05-08
058370,비엔씨컴퍼니,K,1,1,2017-05-08
036500,에스에스컴텍,K,1,1,2017-05-11
004740,보루네오가구,Y,1,1,2017-07-05
021960,KB캐피탈,Y,0,1,2017-07-21
002550,KB손해보험,Y,0,1,2017-07-21
900130,웨이포트,K,0,1,2017-07-25
005620,대성합동지주,Y,0,1,2017-08-25
095300,엔에스브이,K,1,1,2017-09-12
900050,중국원양자원,Y,1,1,2017-09-27
061460,한진피앤씨,K,0,1,2017-09-29
